AIN,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
954535471,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
954538245,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954538379,T7,Independent,C1000,ProductDev,Trust,1,1-9999,N,19947,1
954539316,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
954541988,T6,Independent,C1000,ProductDev,Trust,1,100000-499999,N,34235,1
954547385,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
954554178,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
954555759,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
954555861,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,89458,1
954559789,T3,Independent,C1000,Preservation,Association,1,100000-499999,N,7187,0
954561365,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
954570416,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2204010,0
954577008,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
954581144,T3,Independent,C1000,Preservation,Trust,1,5M-10M,N,6727131,0
954586463,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,6647877,1
954589124,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
954597000,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,458923,0
954597494,T3,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
954601341,T3,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
954606003,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,70441,1
954607173,T4,CompanySponsored,C1300,ProductDev,Association,1,0,N,5000,0
954608084,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
954609263,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,263332,0
954613734,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
954619483,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,1400825,0
954622304,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
954625431,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,272252,1
954631781,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
954634257,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,1030732,1
954638644,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
954645816,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,453804,1
954654791,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
954656961,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,11336,0
954659871,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
954661104,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,67768,1
954673692,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,469434,1
954675609,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,49453,0
954676868,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954683185,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954684605,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
954687640,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
954693439,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954698534,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,15583,1
954698572,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,83438,1
954703405,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
954703523,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954704249,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954704664,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954704921,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954705067,T3,Independent,C2100,Preservation,Association,1,0,N,5000,1
954705617,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954705956,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
954706081,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954706773,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
954706807,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954706948,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,4032639,1
954707693,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954708749,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954709270,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
954712524,T3,Family/Parent,C1000,Preservation,Association,1,0,N,5000,1
954713284,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,16018,1
954716972,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954719079,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
954722320,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954724381,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5052,1
954726917,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,123526,1
954729511,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954729589,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954731107,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,209354,1
954732817,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954741031,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,125384,0
954742958,T9,Independent,C1000,ProductDev,Co-operative,1,10M-50M,N,124368165,1
954743868,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,182064,0
954745228,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
954747810,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,114632,0
954747835,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
954751452,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
954752940,T3,Independent,C1000,Preservation,Trust,1,0,N,80000,1
954753441,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954754596,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
954756212,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
954758008,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954759817,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,65446,1
954760851,T19,National,C1000,Preservation,Trust,1,0,N,5000,1
954761137,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,27347,1
954766473,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954766609,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,1925160,1
954773230,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
954774725,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
954776614,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
954778897,T3,Independent,C2100,Preservation,Trust,1,1M-5M,N,662699,0
954788175,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,164719,1
954800215,T7,Independent,C1000,ProductDev,Trust,1,25000-99999,N,5000,1
954802209,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,394337,1
954815317,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954817733,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,11562,0
954825583,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,291640,0
954828067,T6,Independent,C1000,ProductDev,Trust,1,1M-5M,N,4091877,0
954830868,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
954831513,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,21046,0
954842713,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,130576,1
954849246,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,8896,1
954854710,T5,Independent,C3000,ProductDev,Co-operative,1,100000-499999,N,181060,1
954861387,T7,Independent,C1000,ProductDev,Association,1,1-9999,N,5000,1
954863023,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,65963,1
954867562,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
954871457,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
954876213,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,52105,0
956000381,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,31819,1
956000389,T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,35762,1
956000390,T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,6725,1
956000391,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,16049,1
956042956,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956047048,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956047735,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,218462,1
956048825,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,29158,0
956049639,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956049906,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
956049934,T3,CompanySponsored,C1200,Preservation,Association,1,25000-99999,N,13341,0
956050468,T3,CompanySponsored,C2800,Preservation,Association,1,25000-99999,N,351451,1
956050844,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
956052307,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,67727,0
956053264,T3,CompanySponsored,C2000,Preservation,Association,1,1M-5M,N,5896250,0
956054374,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,1661133,1
956056180,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
956056735,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
956056761,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,25651152,1
956056945,T19,Independent,C1000,Preservation,Trust,1,0,N,5000,0
956057745,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956059123,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956061788,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956062901,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956067599,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956067600,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956068367,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
956071185,T6,Regional,C1000,Preservation,Trust,1,100000-499999,N,120158,0
956072211,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,28745,0
956073023,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
956074647,T3,Independent,C1000,Preservation,Co-operative,1,25000-99999,N,1085344,0
956074794,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
956077150,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956079090,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956080527,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,0
956080665,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
956084817,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956084953,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956091424,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,37251,0
956091905,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956091931,T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,29898,1
956092387,T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
956092648,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
956092770,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
956093141,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956093367,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,56135,0
956093619,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956093756,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
956094473,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956094813,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956095401,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956095404,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956095750,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
956095754,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,29605,0
956096029,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
956096036,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,35482,0
956096038,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956096040,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,32789,0
956096041,T3,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,18001,0
956096048,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956096049,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,17248,0
956096050,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956096117,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956096575,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,121619,0
956096581,T3,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,9128,0
956096584,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956096774,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,150599,0
956096783,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
956097153,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956097387,T3,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
956097947,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,46915,0
956098045,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956098092,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956098622,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956099125,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
956099520,T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
956100546,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
956100556,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,65711,1
956100560,T3,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,9501,0
956102183,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956102474,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956111866,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956116165,T3,CompanySponsored,C2000,Preservation,Association,1,100000-499999,N,140483,0
956116657,T3,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,5000,0
956118540,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956118553,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
956119476,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956120233,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956120533,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,70329,0
956120604,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,23649,0
956122123,T3,CompanySponsored,C1200,Preservation,Association,1,100000-499999,N,504867,0
956122380,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,64698,0
956122426,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,59311,0
956122857,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
956122864,T3,CompanySponsored,C1700,Preservation,Association,1,25000-99999,N,698028,0
956123769,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956123920,T4,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,16228,0
956131241,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956131242,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956133213,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956133461,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
956133638,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
956134083,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956136213,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956137454,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
956137460,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
956139338,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
956139524,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
956141202,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,244225,1
956141594,T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
956142263,T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
956147174,T19,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
956149973,T2,Independent,C1000,ProductDev,Trust,1,0,N,18673,0
956152773,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,36079720,0
956189820,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,4035050,0
956191455,T4,CompanySponsored,C1000,ProductDev,Association,1,25000-99999,N,11526,0
956196006,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,143729713,0
956196287,T7,Independent,C1000,ProductDev,Association,1,25000-99999,N,11975,0
956196734,T19,Independent,C1000,Preservation,Trust,1,0,N,5000,0
956197815,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
956199316,T4,CompanySponsored,C2000,ProductDev,Association,1,100000-499999,N,17329,0
956201405,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
956203792,T3,CompanySponsored,C1200,Preservation,Association,1,25000-99999,N,14971,1
956204075,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
956204156,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
956204305,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
956206225,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
956206827,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
956208158,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956208409,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
956226785,T4,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,7003,0
956226870,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
956256338,T3,CompanySponsored,C2000,Preservation,Association,1,10000-24999,N,8365,0
957044042,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,2152031,1
957055584,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
957076179,T9,Independent,C2000,ProductDev,Co-operative,1,5M-10M,N,8588000,1
957086457,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
957092089,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,124466,1
957106436,T5,Independent,C3000,ProductDev,Co-operative,1,1M-5M,N,925159,1
957110165,T9,Independent,C1000,ProductDev,Trust,1,1M-5M,N,5779336,1
957110636,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1014888,1
957120230,T3,Independent,C1700,Preservation,Trust,1,25000-99999,N,918970,1
980108888,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,150175,1
980158310,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,92386,1
980372718,T3,Independent,C1000,Other,Trust,1,1M-5M,N,75412,1
980385257,T15,Independent,C1000,ProductDev,Trust,1,100000-499999,N,131790,1
980412599,T15,Independent,C1000,ProductDev,Trust,1,25000-99999,N,78934,1
980646144,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
981019876,T3,Independent,C7000,ProductDev,Trust,1,0,N,5000,0
986061293,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,44370,1
